,id,img,label,text,pred_az_value
35,47819,./data/img/47819.png,1,"oh, addiction isn't a disease because it started with a choice?? tell me more about how the chlamydia in your crotch isn't a disease, yet it started with a choice",0.9879999756813049
36,59140,./data/img/59140.png,1,wanna go masturbate? fuck yeah! masturbating!,0.9879999756813049
37,13647,./data/img/13647.png,1,she said girls run the world... so i told her get back in the kitchen,0.3369050920009613
38,65832,./data/img/65832.png,1,why love one but eat the other ? i don't get it,0.13550853729248047
39,57621,./data/img/57621.png,1,if this gets 1k likes i'll post to islam how we see muslims how muslims see us,0.45167726278305054
40,40982,./data/img/40982.png,1,and just like that... this sandwich maker doubles as ironing board,0.07063795626163483
41,43275,./data/img/43275.png,1,my husband is always pushing me around... and talking behind my back,0.32684746384620667
42,12973,./data/img/12973.png,1,someone added to much soap to the dishwasher again,0.0359608419239521
43,74350,./data/img/74350.png,1,a head diaper is required when you have shit for brains,0.9879999756813049
44,2478,./data/img/02478.png,1,must..resist...urge to.. kill whitey.,0.9879999756813049
45,51607,./data/img/51607.png,1,49 people were killed at christchurch muslim 49 people were killed at christchurch mosques muslim,0.36584585905075073
46,65403,./data/img/65403.png,1,money is evil give it to us,0.38951995968818665
47,29750,./data/img/29750.png,1,this cat is getting raped tonight,0.9879999756813049
48,26547,./data/img/26547.png,1,that's the way allah allah i like it,0.5044374465942383
49,2143,./data/img/02143.png,1,"doesnt have food, water, electricity proud of nuclear weapons",0.07671056687831879
50,68192,./data/img/68192.png,1,scientist are working hard to cure them all,0.3027857542037964
51,52603,./data/img/52603.png,1,feeling kinda cute might steal your shit later.. idk,0.7229917049407959
52,5349,./data/img/05349.png,0,normal day in a islamic country,0.20595042407512665
53,6491,./data/img/06491.png,1,tranny for sale,0.40730592608451843
54,74013,./data/img/74013.png,1,"nurse: yes sir, we are having mashed potatoes today alzheimer's patient: i don't remember asking you a god damn thing",0.9879999756813049
55,27485,./data/img/27485.png,1,thats the way allah allah i like it!!!,0.5532898306846619
56,13026,./data/img/13026.png,1,under the name of multiculturalism we let terrorist into this country,0.9879999756813049
57,17265,./data/img/17265.png,0,meanwhile in baltimore,0.052227262407541275
58,91405,./data/img/91405.png,0,wears rag on her head so her brother husband doesnt want to molest her,0.9879999756813049
59,14026,./data/img/14026.png,1,told girlfriend that mom is deaf so speak loud and slow told mom that girlfriend is retarded,0.9879999756813049
60,18945,./data/img/18945.png,1,when you decide to go full gas,0.09372469782829285
61,83920,./data/img/83920.png,1,"just under 17 and a half years ago, 19 people were allowed into the us who should not have been all these years later, we are told that the answer to safety is to allow everyone in",0.3586735725402832
62,83497,./data/img/83497.png,0,different types of radicalization,0.09855638444423676
63,4569,./data/img/04569.png,0,when is the time to eat i am hungry,0.1378929316997528
64,39607,./data/img/39607.png,1,those stupid basterds thought it was a real shower,0.9879999756813049
65,9715,./data/img/09715.png,1,i started a business that sells landmines disguised as prayer mats.. ..prophets are going through the roof,0.24215543270111084
66,1925,./data/img/01925.png,1,i am not racist i just don't like brown sugar,0.9879999756813049
67,94813,./data/img/94813.png,0,thats the way allah allah i like it!!!,0.5532898306846619
68,29437,./data/img/29437.png,1,what can happen if you eat wheaties for 38 years,0.08337670564651489
69,95038,./data/img/95038.png,0,when you take these pics we think about cumming in your mouth,0.9879999756813049
70,64891,./data/img/64891.png,1,lebanon: before muslims after muslims but don't worry! after islam takes over there'll be a golden age.. apparently,0.3233506679534912
71,63280,./data/img/63280.png,1,so you're never going to forgive the germans because of the holocaust? same,0.4661105275154114
72,17682,./data/img/17682.png,1,give them what they deserve kill them all,0.6646036505699158
73,84510,./data/img/84510.png,1,bartender: how about a nice 12 yr old? him: boy or girl?,0.2729223668575287
74,28690,./data/img/28690.png,0,if you're gonna talk shit about someone... you better make sure they aren't crazier than you are,0.8000739216804504
75,3567,./data/img/03567.png,1,potato is my favorite color of the alphabet,0.1294112205505371
76,95830,./data/img/95830.png,1,face of terrorism in us,0.9879999756813049
77,29873,./data/img/29873.png,1,who knew that this country is full of white trash,0.9879999756813049
78,70953,./data/img/70953.png,1,"""god's chosen people"" according to the book they wrote",0.35863685607910156
79,56124,./data/img/56124.png,0,how to cook turkey in usa how to cook turkey in romania,0.034350793808698654
80,10386,./data/img/10386.png,1,the book about terrorism,0.9879999756813049
81,19530,./data/img/19530.png,1,they shot the wrong gorilla,0.09743540734052658
82,94185,./data/img/94185.png,1,how a black woman can fight crime,0.39526766538619995
83,48370,./data/img/48370.png,1,72 virgins are ready to get fucked up,0.9879999756813049
84,74058,./data/img/74058.png,0,he made millions of children homeless,0.22318944334983826
85,45062,./data/img/45062.png,0,me and my kids are going to rob this country blind at the expense of the very people that voted for me. and they're going to love it. believe me! bigly!,0.9879999756813049
86,94170,./data/img/94170.png,0,when you decide to go full gas,0.09372469782829285
87,4538,./data/img/04538.png,0,"bows here, bows there, bows everywhere",0.09957375377416611
88,83946,./data/img/83946.png,1,when a white kid shoots up the school the same day you planned to bomb it,0.38411471247673035
89,68127,./data/img/68127.png,0,all you guys think about is dope,0.9879999756813049
90,97453,./data/img/97453.png,0,potato is my favorite color of the alphabet,0.1294112205505371
91,39578,./data/img/39578.png,1,one of the bullets they dug out of a victim from the orland gay night club shooting!,0.9879999756813049
92,49360,./data/img/49360.png,0,who wants ice cream me me me,0.9879999756813049
93,87034,./data/img/87034.png,0,you don't need a parachute to go skydiving twice you need a parachute to go skydiving twice,0.11029239743947983
94,6123,./data/img/06123.png,1,a group of men,0.17325155436992645
95,17028,./data/img/17028.png,1,"feeling bored, let's go to a mosque",0.14520491659641266
96,42903,./data/img/42903.png,0,those stupid basterds thought it was a real shower,0.9879999756813049
97,71680,./data/img/71680.png,1,muslim strip club,0.9879999756813049
98,24135,./data/img/24135.png,0,good night keep your butthole tight,0.9879999756813049
99,32875,./data/img/32875.png,0,if he wears number one he's most likely the fastes on the team,0.26773953437805176
100,79085,./data/img/79085.png,1,today we are making vegetable soup,0.05066137760877609
101,61872,./data/img/61872.png,1,don't be a fool it is a bomb,0.9879999756813049
102,30579,./data/img/30579.png,0,white power!,0.9879999756813049
103,62504,./data/img/62504.png,0,we've taken this country! now fuck off! we're taking it back!,0.9879999756813049
104,43810,./data/img/43810.png,1,how to cook turkey in usa how to cook turkey in romania,0.034350793808698654
105,19730,./data/img/19730.png,1,jamal is practicing for class sport,0.0765322670340538
106,37420,./data/img/37420.png,0,like lebanon terrorism can destroy a beautiful country,0.9879999756813049
107,82509,./data/img/82509.png,0,72 virgins are ready to get fucked up,0.9879999756813049
108,96284,./data/img/96284.png,1,welcome to melbourne,0.10169538855552673
109,97068,./data/img/97068.png,1,these hitler jokes are rude anne frankly i don't care,0.9879999756813049
110,3214,./data/img/03214.png,0,bartender: how about a nice 12 yr old? him: boy or girl?,0.2729223668575287
111,23810,./data/img/23810.png,1,these aren't people,0.2776035666465759
112,91836,./data/img/91836.png,1,one of my 5 boyfriends slept with another girl i'll never trust men again!,0.9879999756813049
113,5126,./data/img/05126.png,1,can you smell what the reich is cooking,0.48251667618751526
114,76092,./data/img/76092.png,0,everybody is afraid of gangs,0.23339518904685974
115,64072,./data/img/64072.png,1,trump said immigrants come here to steal your wife is a great example she stole my speech,0.36544638872146606
116,91058,./data/img/91058.png,0,get in loser we're invading poland,0.9879999756813049
117,21643,./data/img/21643.png,0,haha pig man is peeing standing up,0.9879999756813049
118,19523,./data/img/19523.png,0,they see them rollin.... they hating..,0.31471946835517883
119,32691,./data/img/32691.png,1,this is how muslims celebrate new year,0.26400676369667053
120,87169,./data/img/87169.png,1,albanians talking photo with a porn star,0.9879999756813049
121,92738,./data/img/92738.png,1,"they are the best in basketball because they can steal, shoot and run",0.2777066230773926
122,53027,./data/img/53027.png,0,putting bows on your pet,0.18679219484329224
123,27195,./data/img/27195.png,0,there's a reason we keep the beer in the bottom of the cooler,0.207713782787323
124,43910,./data/img/43910.png,0,i just started a company selling landmines that look like prayer mats prophets are going through the roof,0.18204142153263092
125,5213,./data/img/05213.png,0,the families of the hillsborough tragedy were denied legal aid.... but shamima begum gets it to fight for her uk citizenship our system is a sick joke! - martin costello,0.3136250972747803
126,73945,./data/img/73945.png,0,jamal is holding a gun,0.22573494911193848
127,56207,./data/img/56207.png,1,we broke up but she said we could still be cousins,0.1215687021613121
128,68459,./data/img/68459.png,1,family trip in mexico,0.1164550632238388
129,63175,./data/img/63175.png,0,"if i was uncircumcised i'd hide candy in my dick skin so when a girl about to suck me up, she has a pleasant surprise.. oh my god, skittles",0.9879999756813049
130,82945,./data/img/82945.png,0,be careful who you call ugly in highschool,0.41454383730888367
131,34975,./data/img/34975.png,0,what if the only reason mary got pregnant... is because god is gay and needed a surrogate,0.9879999756813049
132,61973,./data/img/61973.png,1,what do alcoholics and necrophiliacs have in common they both love to crack open a cold one.,0.9879999756813049
133,16420,./data/img/16420.png,0,abnormal vs normal,0.21126475930213928
134,73069,./data/img/73069.png,1,immigration invasion learn the difference,0.2617788016796112
135,47056,./data/img/47056.png,1,illegal aliens are not welcome,0.101702481508255
136,56428,./data/img/56428.png,0,if the shocker don't rock her spock her,0.9879999756813049
137,54206,./data/img/54206.png,0,you can smell disgust and hate from this photo,0.5311752557754517
138,93172,./data/img/93172.png,0,this is a terrorist,0.9879999756813049
139,56980,./data/img/56980.png,0,coffee isn't helping get the jumper cables,0.08933714777231216
140,79615,./data/img/79615.png,0,what women think men want what men really want,0.44310492277145386
141,38047,./data/img/38047.png,0,"""stupid bitch"" is not a race",0.9879999756813049
142,94560,./data/img/94560.png,1,and for my next class project!,0.0475519597530365
143,96250,./data/img/96250.png,0,i'm going home i'm russian,0.25234749913215637
144,28951,./data/img/28951.png,0,if the brim of your hat is flat and has a sticker on it i automatically assume you're a complete tool,0.9879999756813049
145,27614,./data/img/27614.png,0,maybe if you think before you act you'd be treated better,0.11709970980882645
146,4857,./data/img/04857.png,1,...even the dumb jews know that! trump is a racist.,0.9879999756813049
147,79603,./data/img/79603.png,1,its friday cunts lets get on the gas,0.9879999756813049
148,26985,./data/img/26985.png,1,i just heard my girlfriend is pregnant,0.38511767983436584
149,14873,./data/img/14873.png,1,human dna found in ancient goat carcass scientists believe this is first proof muhammad existed,0.1359969526529312
150,54893,./data/img/54893.png,0,"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals",0.0844859778881073
151,48236,./data/img/48236.png,0,that blood you donated could be in someone's boner right now,0.9879999756813049
152,74908,./data/img/74908.png,0,she is condemning shooting the gorilla,0.31513723731040955
153,96472,./data/img/96472.png,1,white power!,0.9879999756813049
154,89430,./data/img/89430.png,0,when you know you don't have to jackoff tonight,0.9879999756813049
155,76921,./data/img/76921.png,1,she probably asked a wrong question,0.15762434899806976
156,68409,./data/img/68409.png,1,for the last time im not michelle obama,0.15898823738098145
157,16354,./data/img/16354.png,1,we've taken this country! now fuck off! we're taking it back!,0.9879999756813049
158,69548,./data/img/69548.png,1,"wait, mohammad come back i didn't mean to laugh, really size dosen't matter to me lol",0.9879999756813049
159,1456,./data/img/01456.png,1,they see them rollin..... they hating..,0.3182881772518158
160,17950,./data/img/17950.png,0,"i was excoriated for a harmless ""tweet"" and ""my show"" was cancelled",0.15008544921875
161,76295,./data/img/76295.png,0,islamic extremist planning new project,0.13449916243553162
162,42580,./data/img/42580.png,1,jack and jill went up the hill so jack could lick her candy but jack got a shock and a mouthful of cock cause jills real name was randy,0.9879999756813049
163,96180,./data/img/96180.png,1,putting bows on your pet,0.18679219484329224
164,98701,./data/img/98701.png,1,oh no i can't steal anymore,0.1714843064546585
165,15243,./data/img/15243.png,0,4 am. everyone is asleep perfect time to run from one end of the house to the other at full speed as loudly as possible,0.09085538983345032
166,41058,./data/img/41058.png,0,john wilkes booth be like: yall sure abraham lincoln dead? he aint up here,0.1145133450627327
167,62375,./data/img/62375.png,1,im not saying i'm racist im just saying all muslims are terrorists,0.9879999756813049
168,63507,./data/img/63507.png,0,evolution from peeling bananas to busting caps,0.12392809987068176
169,31208,./data/img/31208.png,1,maybe if we weren't consistent sources of crime we'd be treated better,0.1275714635848999
170,62319,./data/img/62319.png,1,"america in 2045 ""grandpa...why didn't you stop them?!""",0.22242596745491028
171,68253,./data/img/68253.png,1,free blanket maybe white man not so bad after all,0.23795896768569946
172,34687,./data/img/34687.png,1,everyone is afraid of dark,0.15196719765663147
173,34209,./data/img/34209.png,0,how about a nice 12 yr old? bartender: him: boy i would love that,0.20313525199890137
174,39827,./data/img/39827.png,1,kick them out of country,0.15952380001544952
175,46920,./data/img/46920.png,1,we want sharia law !! well.... go home,0.1710166484117508
176,84273,./data/img/84273.png,0,when you're the reason for the company safety video,0.08021888881921768
177,39018,./data/img/39018.png,0,"she said ""i want a ring"" i said ""bitch take your phone off silent!""",0.9879999756813049
178,54780,./data/img/54780.png,1,travel size coffee maker,0.09504684060811996
179,69150,./data/img/69150.png,1,"""white privilege the privilege of being called ""racist"" by other people who see nothing else about you except the color of your skin",0.9879999756813049
180,29843,./data/img/29843.png,0,the world's most wanted terrorist obama bin lying,0.9879999756813049
181,19385,./data/img/19385.png,0,rose's are red violet's are blue little stupid ass bitch i ain't fuckin witchu,0.9879999756813049
182,64510,./data/img/64510.png,0,mohammad won the contest in putting underwear on goats,0.9879999756813049
183,47103,./data/img/47103.png,0,maybe we weren't consistent sources of crime we'd be treated better,0.13259924948215485
184,61038,./data/img/61038.png,0,no wonder why the pipes are not working,0.11750839650630951
185,71620,./data/img/71620.png,1,we are returning our broken coffee maker,0.10468550771474838
186,91602,./data/img/91602.png,0,upper downer,0.09812404215335846
187,30145,./data/img/30145.png,0,"before my presidency, there was no isis. there was no caliphate there was no blm. there was no antifa. there was no war on police i built that",0.22046515345573425
188,91756,./data/img/91756.png,1,abnormal vs normal,0.21126475930213928
189,63745,./data/img/63745.png,1,we could destroy all of them but we let some of them survive so you know why we did it,0.3245483934879303
190,47162,./data/img/47162.png,1,what do these two have in common? they both are good at sucking they both come with a bag,0.42412275075912476
191,59806,./data/img/59806.png,0,"on tuesday, november 3, 2020, we make america great again  by voting this nightmare out of office!",0.05204658582806587
192,7135,./data/img/07135.png,1,this is the greatest news manufacturing in 20th century,0.047145742923021317
193,35497,./data/img/35497.png,0,"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals",0.0844859778881073
194,84362,./data/img/84362.png,0,unleash the inner beast on the field,0.10264644771814346
195,84015,./data/img/84015.png,1,my irony meter just exploded,0.2121942788362503
196,87251,./data/img/87251.png,0,i love apes they are both ugly and cute,0.9879999756813049
197,82590,./data/img/82590.png,1,burning them was a great public service,0.149932399392128
198,59738,./data/img/59738.png,1,what's the difference between a refugee and e.t e.t learned english and wanted to go home,0.2199109047651291
199,35470,./data/img/35470.png,0,can you smell what the reigh is cooking,0.28511717915534973
200,72061,./data/img/72061.png,1,i like my rice crispy please,0.15805406868457794
201,3524,./data/img/03524.png,1,terrorist can come to this country way to easy,0.9879999756813049
202,86170,./data/img/86170.png,1,how to keep the thefts out,0.04201965034008026
203,50841,./data/img/50841.png,0,give them what they deserve kill them all,0.6646036505699158
204,46087,./data/img/46087.png,0,give that man a suicide,0.61568683385849
205,42058,./data/img/42058.png,0,for lunch vlad the impaler loved turkey,0.1498870849609375
206,1967,./data/img/01967.png,0,when you decide to stop racism by burning its symbol,0.30052387714385986
207,54930,./data/img/54930.png,1,not all muslims are isis! some are al-qaida the rest are taliban,0.3986102342605591
208,38076,./data/img/38076.png,1,"""he's a squirter"" doesn't sound as sexy when you are gay",0.9879999756813049
209,38910,./data/img/38910.png,1,oh boy i sure love being muslim in the new zealand city of christchurch on march 15,0.2229894995689392
210,6723,./data/img/06723.png,1,the hardest part to eat in a vegetable,0.14329858124256134
211,2157,./data/img/02157.png,1,"mohammed i'm pregnant.... don't sass me, you know it's funny! ~cupcakes",0.9879999756813049
212,62948,./data/img/62948.png,1,"black lives matter >""how"",""why""and ""to whom"" is unclear",0.2847720980644226
213,21075,./data/img/21075.png,0,size of a shuttle bus legroom of a pinto,0.16384302079677582
214,73601,./data/img/73601.png,1,when you are white and stole your first bike,0.2223420888185501
215,32579,./data/img/32579.png,0,come to the dark side we have weed,0.9879999756813049
216,21567,./data/img/21567.png,1,our dad is a potato farmer,0.266303688287735
217,1765,./data/img/01765.png,1,"after a girl dies, what organ in her body stays warm? my dick",0.9879999756813049
218,53172,./data/img/53172.png,0,straight outta the oven step one :turn on the gas,0.23893289268016815
219,32568,./data/img/32568.png,1,america taught us how to be happy slaves the same way school teach us how to be happy employees,0.1556999236345291
220,1742,./data/img/01742.png,0,in just one hour from now i'll only have 4 hours left until i have to work a mere 3 hours,0.11282055079936981
221,56098,./data/img/56098.png,1,"i said ""a glass of juice"".",0.24820177257061005
222,78612,./data/img/78612.png,0,go see fifty shades darker in theaters alone and throw mayonnaise at couples in the dark,0.9879999756813049
223,34018,./data/img/34018.png,1,fuck the catholics fuck the catholic church fuck the pope,0.9879999756813049
224,53609,./data/img/53609.png,0,"when your friend insists on paying for dinner but you still want to contribute - just the tip, come on... let me",0.15355215966701508
225,89362,./data/img/89362.png,1,has extra chromosome probably stole it,0.10526488721370697
226,80426,./data/img/80426.png,1,a talking ape,0.14167411625385284
227,83045,./data/img/83045.png,1,"so much trash, we need a garbage collector",0.3026049733161926
228,61503,./data/img/61503.png,0,someone else used kids to push an agenda,0.23587150871753693
229,41890,./data/img/41890.png,1,house of pedophile,0.9879999756813049
230,52091,./data/img/52091.png,1,"women ask for equal rights, so i give them equal lefts aswell",0.05553548038005829
231,24396,./data/img/24396.png,1,"so like, why are men even gay? girls have buttholes too you know.",0.9879999756813049
232,72168,./data/img/72168.png,1,upper downer,0.09812404215335846
233,85761,./data/img/85761.png,1,no wonder why the pipes are not working,0.11750839650630951
234,35719,./data/img/35719.png,0,jamal is practicing for class sport,0.0765322670340538
235,90256,./data/img/90256.png,1,"whenever you feel stupid, remember there are people who throw stones at a wall! aiming for an invisible devil, told by an invisible god for an invisible heaven!",0.9879999756813049
236,20984,./data/img/20984.png,0,when you are white and stole your first bike,0.2223420888185501
237,95086,./data/img/95086.png,1,novaky concentration camp these jews can claim holocaust pensions,0.42315638065338135
238,49028,./data/img/49028.png,0,i finally found my girlfriends g-spot turns out it was in her sister the whole time,0.9879999756813049
239,18356,./data/img/18356.png,0,i took a shower this morning,0.17574945092201233
240,52634,./data/img/52634.png,0,the secret to a successful marriage is to keep his stomach full and his balls empty,0.9879999756813049
241,80512,./data/img/80512.png,1,"you can make jokes about anything, just not illegals that's crossing the border",0.33082959055900574
242,62703,./data/img/62703.png,0,they shot the wrong gorilla,0.09743540734052658
243,95176,./data/img/95176.png,0,notice how the kenyan skidmark has been silent about the mueller report?,0.04716882482171059
244,27384,./data/img/27384.png,0,that face you make when you're a bully and just got beat up by a girl,0.9879999756813049
245,82437,./data/img/82437.png,1,we should learn from ocean how to treat refugees,0.18239319324493408
246,26943,./data/img/26943.png,1,my incesters built this country!!!!,0.09767118841409683
247,9152,./data/img/09152.png,0,"i don't have ex's. i have y's. like, ""y the hell did i date you?!?""",0.44572901725769043
248,7429,./data/img/07429.png,1,i'm about to have my 5th abortion fuck you batman i'm the real crime fighter,0.9879999756813049
249,75639,./data/img/75639.png,1,changing every single country it touches,0.27564817667007446
250,46812,./data/img/46812.png,0,goat meat is very popular in islamic countries,0.20471929013729095
251,63827,./data/img/63827.png,1,teacher of the year for black community,0.1973569244146347
252,41276,./data/img/41276.png,1,evolution from peeling bananas to busting caps,0.12392809987068176
253,56413,./data/img/56413.png,1,feeling cute might shoot a darkie later idk,0.9879999756813049
254,69512,./data/img/69512.png,0,happy birthday you sexy beast,0.9879999756813049
255,43175,./data/img/43175.png,1,when was the last time you saw so many mentally ill people on the streat,0.3300696909427643
256,54129,./data/img/54129.png,0,dump pipe to the ocean,0.20097684860229492
257,23645,./data/img/23645.png,1,what do they have in common? you enjoy pushing them down the stairs,0.23911327123641968
258,89425,./data/img/89425.png,1,hello chocolate paradise princess i'm albert,0.06282704323530197
259,16923,./data/img/16923.png,1,do you like goat anus? smell my finger,0.9879999756813049
260,4769,./data/img/04769.png,1,"if she's pouting like this and you don't immediately drop the argument , motherfucker you gay",0.9879999756813049
261,69815,./data/img/69815.png,0,thank you for allowing me into your country now we need to talk about the things that need to change around here to accommodate my beliefs,0.16113796830177307
262,91468,./data/img/91468.png,0,"you want a whore? buy one. you want a queen? earn her. you want a nickel bag? fifteen bucks, little man",0.9879999756813049
263,52104,./data/img/52104.png,0,"lebanon: before islam after islam but don't worry! after islam takes over, there'll be a golden age... apparently",0.34413257241249084
264,52031,./data/img/52031.png,0,theriously?? that's methed up!,0.267500102519989
265,8795,./data/img/08795.png,0,when you are white and working in oil field,0.12888745963573456
266,50317,./data/img/50317.png,1,what in the hell is wrong with america voting towel heads into congress,0.9879999756813049
267,73914,./data/img/73914.png,1,be careful who you call ugly in highschool,0.41454383730888367
268,3197,./data/img/03197.png,1,i'm no bird expert but i'm guessing it's 4 females and 1 male,0.15683332085609436
269,49621,./data/img/49621.png,0,"wait, mohammad come back i didn't mean to laugh, really size dosen't matter to me lol",0.9879999756813049
270,68530,./data/img/68530.png,1,a fast sandwich maker,0.14544956386089325
271,98547,./data/img/98547.png,0,waves mexican flag doesn't want to live in mexico,0.2278061956167221
272,3519,./data/img/03519.png,1,i'm going home i'm russian,0.25234749913215637
273,43698,./data/img/43698.png,0,don't be late for work get the protestor plow,0.17713050544261932
274,84756,./data/img/84756.png,1,when you ask the kid that misses class a lot why he is bald and he starts crying all right. then keep vour secrets,0.1771416962146759
275,93051,./data/img/93051.png,0,and for my next class project!,0.0475519597530365
276,68257,./data/img/68257.png,0,everyone is afraid of dark,0.15196719765663147
277,12834,./data/img/12834.png,1,"in west philadelphia, born and raised in the anus is where i got most of my aids",0.9879999756813049
278,57208,./data/img/57208.png,0,i had potato for lunch,0.11120140552520752
279,26439,./data/img/26439.png,0,parental opioid use has negative effect on children's intelligence,0.07575812935829163
280,53769,./data/img/53769.png,0,in 1979 jimmy carter created the department of education since then the u.s. has gone from 1st to 17th in education,0.06658516824245453
281,28406,./data/img/28406.png,0,when she gives you that look,0.11774209886789322
282,53418,./data/img/53418.png,0,a real man loads the dishwasher every night,0.9879999756813049
283,10785,./data/img/10785.png,1,"time to put the ""panic"" back in hispanic",0.13855405151844025
284,84302,./data/img/84302.png,0,why do we share more when these people are hurt but not these people,0.28117913007736206
285,76015,./data/img/76015.png,0,everyone celebrates christmas !,0.17436347901821136
286,34189,./data/img/34189.png,0,fight for what you believe in fight for the future,0.10255473852157593
287,52079,./data/img/52079.png,0,just bought a house! now we're house-poor,0.1939140409231186
288,63987,./data/img/63987.png,0,the migrant caravan arrives!,0.10483039915561676
289,73526,./data/img/73526.png,0,"if she's still making noises, you didn't hit her hard enough",0.9879999756813049
290,2145,./data/img/02145.png,0,"and then i asked mom, what's for dinner?",0.12151960283517838
291,84102,./data/img/84102.png,0,the definition of utter disgust in plain black and white,0.3650817573070526
292,32981,./data/img/32981.png,0,the latest and greatest. a truck that comes with a dishwasher!,0.057058557868003845
293,73605,./data/img/73605.png,0,no matter what smile,0.07572492957115173
294,7382,./data/img/07382.png,1,wouldn't be the last time those people used the oven this way,0.19680678844451904
295,64071,./data/img/64071.png,0,when you have someone to help and take care of you what could happen if you didn't,0.08312451839447021
296,80912,./data/img/80912.png,0,mr obama it is an honor,0.16864551603794098
297,84762,./data/img/84762.png,1,do you know how to turn your dishwasher into a snowblower? throw em a shovel,0.1532721072435379
298,39076,./data/img/39076.png,0,playing with the monkeys in thailand,0.09925973415374756
299,85679,./data/img/85679.png,1,mr obama it is an honor,0.16864551603794098
300,38095,./data/img/38095.png,0,haters will say it's photoshop,0.05706851929426193
301,52394,./data/img/52394.png,0,i forgot what are we fighting over again?,0.16010886430740356
302,14865,./data/img/14865.png,0,"terrible as hitler was, he did enjoy watching sports",0.5096021294593811
303,54819,./data/img/54819.png,0,beauty shot of girlfriends focusing on different thoughts and ideas,0.0930081382393837
304,46082,./data/img/46082.png,0,the future of the democratic party,0.0743764266371727
305,73962,./data/img/73962.png,1,you should treat that the way you treat you vacuum cleaner when it stops sucking change the bag,0.28194430470466614
306,78462,./data/img/78462.png,0,"in the last days there will be scoffers, ridiculers, deniers and mockers following after their own lusts",0.9879999756813049
307,49805,./data/img/49805.png,0,imagine being so disgusting there have to be laws to try to stop normal people from hating you,0.2807231545448303
308,24098,./data/img/24098.png,1,thanksgiving in china,0.16548402607440948
309,67435,./data/img/67435.png,1,when you ask a jewish girl for her number and she starts rolling her sleeve,0.31147339940071106
