,id,img,label,pred_da_value
101,61872,./data/img/61872.png,1,0
102,30579,./data/img/30579.png,0,0
103,62504,./data/img/62504.png,0,0
104,43810,./data/img/43810.png,1,0
105,19730,./data/img/19730.png,1,0
106,37420,./data/img/37420.png,0,0
107,82509,./data/img/82509.png,0,0
108,96284,./data/img/96284.png,1,0
109,97068,./data/img/97068.png,1,0
110,3214,./data/img/03214.png,0,0
111,23810,./data/img/23810.png,1,0
112,91836,./data/img/91836.png,1,0
113,5126,./data/img/05126.png,1,0
114,76092,./data/img/76092.png,0,0
115,64072,./data/img/64072.png,1,0
116,91058,./data/img/91058.png,0,0
117,21643,./data/img/21643.png,0,0
118,19523,./data/img/19523.png,0,0
119,32691,./data/img/32691.png,1,0
120,87169,./data/img/87169.png,1,1
121,92738,./data/img/92738.png,1,0
122,53027,./data/img/53027.png,0,0
123,27195,./data/img/27195.png,0,1
124,43910,./data/img/43910.png,0,0
125,5213,./data/img/05213.png,0,0
126,73945,./data/img/73945.png,0,0
127,56207,./data/img/56207.png,1,0
128,68459,./data/img/68459.png,1,0
129,63175,./data/img/63175.png,0,0
130,82945,./data/img/82945.png,0,1
131,34975,./data/img/34975.png,0,0
132,61973,./data/img/61973.png,1,0
133,16420,./data/img/16420.png,0,0
134,73069,./data/img/73069.png,1,0
135,47056,./data/img/47056.png,1,1
136,56428,./data/img/56428.png,0,0
137,54206,./data/img/54206.png,0,0
138,93172,./data/img/93172.png,0,0
139,56980,./data/img/56980.png,0,0
140,79615,./data/img/79615.png,0,1
141,38047,./data/img/38047.png,0,0
142,94560,./data/img/94560.png,1,0
143,96250,./data/img/96250.png,0,0
144,28951,./data/img/28951.png,0,0
145,27614,./data/img/27614.png,0,0
146,4857,./data/img/04857.png,1,0
147,79603,./data/img/79603.png,1,0
148,26985,./data/img/26985.png,1,0
149,14873,./data/img/14873.png,1,0
150,54893,./data/img/54893.png,0,0
151,48236,./data/img/48236.png,0,0
152,74908,./data/img/74908.png,0,1
153,96472,./data/img/96472.png,1,0
154,89430,./data/img/89430.png,0,0
155,76921,./data/img/76921.png,1,0
156,68409,./data/img/68409.png,1,0
157,16354,./data/img/16354.png,1,0
158,69548,./data/img/69548.png,1,0
159,1456,./data/img/01456.png,1,0
160,17950,./data/img/17950.png,0,0
161,76295,./data/img/76295.png,0,0
162,42580,./data/img/42580.png,1,0
163,96180,./data/img/96180.png,1,0
164,98701,./data/img/98701.png,1,0
165,15243,./data/img/15243.png,0,0
166,41058,./data/img/41058.png,0,0
167,62375,./data/img/62375.png,1,0
168,63507,./data/img/63507.png,0,0
169,31208,./data/img/31208.png,1,0
170,62319,./data/img/62319.png,1,0
171,68253,./data/img/68253.png,1,0
172,34687,./data/img/34687.png,1,0
173,34209,./data/img/34209.png,0,0
174,39827,./data/img/39827.png,1,0
175,46920,./data/img/46920.png,1,0
176,84273,./data/img/84273.png,0,0
177,39018,./data/img/39018.png,0,0
178,54780,./data/img/54780.png,1,0
179,69150,./data/img/69150.png,1,0
180,29843,./data/img/29843.png,0,0
181,19385,./data/img/19385.png,0,0
182,64510,./data/img/64510.png,0,0
183,47103,./data/img/47103.png,0,0
184,61038,./data/img/61038.png,0,0
185,71620,./data/img/71620.png,1,0
186,91602,./data/img/91602.png,0,0
187,30145,./data/img/30145.png,0,0
188,91756,./data/img/91756.png,1,0
189,63745,./data/img/63745.png,1,0
190,47162,./data/img/47162.png,1,1
191,59806,./data/img/59806.png,0,0
192,7135,./data/img/07135.png,1,0
193,35497,./data/img/35497.png,0,0
194,84362,./data/img/84362.png,0,0
195,84015,./data/img/84015.png,1,0
196,87251,./data/img/87251.png,0,0
197,82590,./data/img/82590.png,1,0
198,59738,./data/img/59738.png,1,0
199,35470,./data/img/35470.png,0,0
200,72061,./data/img/72061.png,1,0
201,3524,./data/img/03524.png,1,0
202,86170,./data/img/86170.png,1,0
203,50841,./data/img/50841.png,0,0
204,46087,./data/img/46087.png,0,0
205,42058,./data/img/42058.png,0,0
206,1967,./data/img/01967.png,0,0
207,54930,./data/img/54930.png,1,0
208,38076,./data/img/38076.png,1,0
209,38910,./data/img/38910.png,1,0
210,6723,./data/img/06723.png,1,0
211,2157,./data/img/02157.png,1,0
212,62948,./data/img/62948.png,1,0
213,21075,./data/img/21075.png,0,0
214,73601,./data/img/73601.png,1,0
215,32579,./data/img/32579.png,0,0
216,21567,./data/img/21567.png,1,0
217,1765,./data/img/01765.png,1,0
218,53172,./data/img/53172.png,0,0
219,32568,./data/img/32568.png,1,0
220,1742,./data/img/01742.png,0,0
221,56098,./data/img/56098.png,1,0
222,78612,./data/img/78612.png,0,0
223,34018,./data/img/34018.png,1,0
224,53609,./data/img/53609.png,0,0
225,89362,./data/img/89362.png,1,0
226,80426,./data/img/80426.png,1,0
227,83045,./data/img/83045.png,1,0
228,61503,./data/img/61503.png,0,0
229,41890,./data/img/41890.png,1,0
230,52091,./data/img/52091.png,1,0
231,24396,./data/img/24396.png,1,0
232,72168,./data/img/72168.png,1,0
233,85761,./data/img/85761.png,1,0
234,35719,./data/img/35719.png,0,0
235,90256,./data/img/90256.png,1,0
236,20984,./data/img/20984.png,0,4
237,95086,./data/img/95086.png,1,0
238,49028,./data/img/49028.png,0,0
239,18356,./data/img/18356.png,0,0
240,52634,./data/img/52634.png,0,0
241,80512,./data/img/80512.png,1,0
242,62703,./data/img/62703.png,0,0
243,95176,./data/img/95176.png,0,0
244,27384,./data/img/27384.png,0,0
245,82437,./data/img/82437.png,1,0
246,26943,./data/img/26943.png,1,0
247,9152,./data/img/09152.png,0,0
248,7429,./data/img/07429.png,1,2
249,75639,./data/img/75639.png,1,0
250,46812,./data/img/46812.png,0,0
251,63827,./data/img/63827.png,1,0
252,41276,./data/img/41276.png,1,0
253,56413,./data/img/56413.png,1,0
254,69512,./data/img/69512.png,0,0
255,43175,./data/img/43175.png,1,0
256,54129,./data/img/54129.png,0,0
257,23645,./data/img/23645.png,1,0
258,89425,./data/img/89425.png,1,0
259,16923,./data/img/16923.png,1,0
260,4769,./data/img/04769.png,1,1
261,69815,./data/img/69815.png,0,0
262,91468,./data/img/91468.png,0,0
263,52104,./data/img/52104.png,0,0
264,52031,./data/img/52031.png,0,0
265,8795,./data/img/08795.png,0,0
266,50317,./data/img/50317.png,1,0
267,73914,./data/img/73914.png,1,0
268,3197,./data/img/03197.png,1,0
269,49621,./data/img/49621.png,0,0
270,68530,./data/img/68530.png,1,1
271,98547,./data/img/98547.png,0,0
272,3519,./data/img/03519.png,1,0
273,43698,./data/img/43698.png,0,0
274,84756,./data/img/84756.png,1,0
275,93051,./data/img/93051.png,0,0
276,68257,./data/img/68257.png,0,0
277,12834,./data/img/12834.png,1,0
278,57208,./data/img/57208.png,0,0
279,26439,./data/img/26439.png,0,0
280,53769,./data/img/53769.png,0,0
281,28406,./data/img/28406.png,0,2
282,53418,./data/img/53418.png,0,0
283,10785,./data/img/10785.png,1,0
284,84302,./data/img/84302.png,0,0
285,76015,./data/img/76015.png,0,0
286,34189,./data/img/34189.png,0,0
287,52079,./data/img/52079.png,0,0
288,63987,./data/img/63987.png,0,0
289,73526,./data/img/73526.png,0,0
290,2145,./data/img/02145.png,0,0
291,84102,./data/img/84102.png,0,0
292,32981,./data/img/32981.png,0,0
293,73605,./data/img/73605.png,0,0
294,7382,./data/img/07382.png,1,0
295,64071,./data/img/64071.png,0,0
296,80912,./data/img/80912.png,0,0
297,84762,./data/img/84762.png,1,0
298,39076,./data/img/39076.png,0,0
299,85679,./data/img/85679.png,1,0
300,38095,./data/img/38095.png,0,0
301,52394,./data/img/52394.png,0,0
302,14865,./data/img/14865.png,0,0
303,54819,./data/img/54819.png,0,1
304,46082,./data/img/46082.png,0,0
305,73962,./data/img/73962.png,1,1
306,78462,./data/img/78462.png,0,0
307,49805,./data/img/49805.png,0,0
308,24098,./data/img/24098.png,1,0
309,67435,./data/img/67435.png,1,0
310,60893,./data/img/60893.png,0,0
311,93148,./data/img/93148.png,0,0
312,7351,./data/img/07351.png,0,0
313,16850,./data/img/16850.png,0,0
314,96312,./data/img/96312.png,0,0
315,86195,./data/img/86195.png,0,0
316,84162,./data/img/84162.png,0,0
317,12067,./data/img/12067.png,0,0
318,5938,./data/img/05938.png,1,0
319,43092,./data/img/43092.png,0,0
320,30148,./data/img/30148.png,1,0
321,12045,./data/img/12045.png,0,0
322,92068,./data/img/92068.png,0,0
323,73021,./data/img/73021.png,0,0
324,56241,./data/img/56241.png,1,0
325,28905,./data/img/28905.png,1,0
326,13750,./data/img/13750.png,0,0
327,6582,./data/img/06582.png,1,0
328,75142,./data/img/75142.png,0,0
329,56149,./data/img/56149.png,0,0
330,41796,./data/img/41796.png,0,0
331,31570,./data/img/31570.png,1,0
332,1726,./data/img/01726.png,1,0
333,23785,./data/img/23785.png,0,0
334,56473,./data/img/56473.png,0,0
335,62970,./data/img/62970.png,0,0
336,41035,./data/img/41035.png,0,0
337,10285,./data/img/10285.png,1,0
338,95604,./data/img/95604.png,1,0
339,68401,./data/img/68401.png,0,0
340,50984,./data/img/50984.png,0,0
341,17908,./data/img/17908.png,0,2
342,42631,./data/img/42631.png,1,0
343,61349,./data/img/61349.png,1,0
344,65093,./data/img/65093.png,0,0
345,86357,./data/img/86357.png,0,1
346,74965,./data/img/74965.png,0,0
347,75918,./data/img/75918.png,0,0
348,14975,./data/img/14975.png,0,0
349,92317,./data/img/92317.png,0,0
350,19536,./data/img/19536.png,1,0
351,90236,./data/img/90236.png,0,0
352,30642,./data/img/30642.png,0,0
353,59206,./data/img/59206.png,0,0
354,19075,./data/img/19075.png,0,0
355,79042,./data/img/79042.png,0,0
356,98720,./data/img/98720.png,0,0
357,2634,./data/img/02634.png,1,0
358,84107,./data/img/84107.png,0,1
359,7198,./data/img/07198.png,1,0
360,45702,./data/img/45702.png,1,0
361,46085,./data/img/46085.png,0,0
362,8451,./data/img/08451.png,0,0
363,73482,./data/img/73482.png,0,0
364,28017,./data/img/28017.png,1,0
365,2364,./data/img/02364.png,0,0
366,42538,./data/img/42538.png,0,1
367,47183,./data/img/47183.png,0,0
368,72904,./data/img/72904.png,1,0
369,90243,./data/img/90243.png,1,0
370,41382,./data/img/41382.png,0,0
371,78156,./data/img/78156.png,0,1
372,74250,./data/img/74250.png,0,0
373,97132,./data/img/97132.png,0,0
374,35840,./data/img/35840.png,1,0
375,78134,./data/img/78134.png,0,0
376,93620,./data/img/93620.png,1,0
377,57369,./data/img/57369.png,0,0
378,10362,./data/img/10362.png,1,0
379,36058,./data/img/36058.png,0,1
380,9467,./data/img/09467.png,1,0
381,60183,./data/img/60183.png,1,0
382,47263,./data/img/47263.png,1,0
383,18726,./data/img/18726.png,0,0
384,50379,./data/img/50379.png,0,0
385,6352,./data/img/06352.png,0,0
386,58093,./data/img/58093.png,0,0
387,19508,./data/img/19508.png,1,1
388,2783,./data/img/02783.png,1,0
389,41728,./data/img/41728.png,0,0
390,51306,./data/img/51306.png,0,0
391,50241,./data/img/50241.png,1,1
392,49650,./data/img/49650.png,1,0
393,17045,./data/img/17045.png,0,0
394,89536,./data/img/89536.png,0,0
395,26187,./data/img/26187.png,1,0
396,74906,./data/img/74906.png,1,0
397,28190,./data/img/28190.png,1,0
398,89642,./data/img/89642.png,1,0
399,59170,./data/img/59170.png,0,0
400,30927,./data/img/30927.png,0,0
401,32049,./data/img/32049.png,0,0
402,95173,./data/img/95173.png,0,0
403,50198,./data/img/50198.png,0,0
404,37658,./data/img/37658.png,1,0
405,95613,./data/img/95613.png,1,0
406,43805,./data/img/43805.png,1,0
407,18306,./data/img/18306.png,1,0
408,46518,./data/img/46518.png,1,0
409,18547,./data/img/18547.png,1,0
410,2518,./data/img/02518.png,0,0
411,4621,./data/img/04621.png,0,0
412,98543,./data/img/98543.png,1,0
413,85621,./data/img/85621.png,0,0
414,18367,./data/img/18367.png,0,0
415,84036,./data/img/84036.png,0,0
416,86417,./data/img/86417.png,1,0
417,92567,./data/img/92567.png,0,0
418,63921,./data/img/63921.png,0,0
419,72864,./data/img/72864.png,1,0
420,30586,./data/img/30586.png,0,0
421,83264,./data/img/83264.png,1,0
422,93041,./data/img/93041.png,0,0
423,97305,./data/img/97305.png,1,0
424,3568,./data/img/03568.png,0,0
425,7653,./data/img/07653.png,1,0
426,26397,./data/img/26397.png,0,0
427,3217,./data/img/03217.png,0,0
428,40618,./data/img/40618.png,0,0
429,67208,./data/img/67208.png,0,0
430,3798,./data/img/03798.png,0,0
431,12468,./data/img/12468.png,0,0
432,16842,./data/img/16842.png,0,0
433,68043,./data/img/68043.png,1,0
434,51807,./data/img/51807.png,0,0
435,78914,./data/img/78914.png,0,0
436,47950,./data/img/47950.png,0,0
437,95487,./data/img/95487.png,0,0
438,49260,./data/img/49260.png,0,0
439,20861,./data/img/20861.png,1,0
440,38914,./data/img/38914.png,0,0
441,47016,./data/img/47016.png,1,0
442,14389,./data/img/14389.png,1,0
443,35487,./data/img/35487.png,0,0
444,84150,./data/img/84150.png,0,1
445,13809,./data/img/13809.png,1,0
446,50261,./data/img/50261.png,1,0
447,75286,./data/img/75286.png,1,2
448,64312,./data/img/64312.png,1,0
449,67103,./data/img/67103.png,1,0
450,18059,./data/img/18059.png,1,0
451,90643,./data/img/90643.png,0,0
452,16749,./data/img/16749.png,0,0
453,37814,./data/img/37814.png,0,0
454,92046,./data/img/92046.png,0,0
455,90843,./data/img/90843.png,0,0
456,85237,./data/img/85237.png,0,0
457,98235,./data/img/98235.png,0,0
458,90267,./data/img/90267.png,0,0
459,48296,./data/img/48296.png,1,0
460,29174,./data/img/29174.png,0,0
461,65801,./data/img/65801.png,0,0
462,91763,./data/img/91763.png,1,0
463,94387,./data/img/94387.png,0,0
464,80947,./data/img/80947.png,1,0
465,78251,./data/img/78251.png,1,0
466,94738,./data/img/94738.png,0,0
467,57823,./data/img/57823.png,0,0
468,32415,./data/img/32415.png,0,0
469,5316,./data/img/05316.png,0,0
470,61085,./data/img/61085.png,0,0
471,27498,./data/img/27498.png,1,1
472,37160,./data/img/37160.png,0,0
473,18742,./data/img/18742.png,0,0
474,19243,./data/img/19243.png,0,0
475,54108,./data/img/54108.png,1,0
476,93528,./data/img/93528.png,1,0
477,78659,./data/img/78659.png,0,0
478,67082,./data/img/67082.png,0,0
479,64125,./data/img/64125.png,0,1
480,41296,./data/img/41296.png,0,0
481,53491,./data/img/53491.png,0,0
482,37692,./data/img/37692.png,0,0
483,36201,./data/img/36201.png,0,0
484,29054,./data/img/29054.png,1,0
485,6273,./data/img/06273.png,1,0
486,25061,./data/img/25061.png,1,0
487,20437,./data/img/20437.png,0,0
488,5439,./data/img/05439.png,0,0
489,34528,./data/img/34528.png,1,2
490,93541,./data/img/93541.png,0,0
491,16704,./data/img/16704.png,0,0
492,48792,./data/img/48792.png,0,0
493,7528,./data/img/07528.png,1,0
494,1268,./data/img/01268.png,0,0
495,83675,./data/img/83675.png,0,0
496,37198,./data/img/37198.png,0,0
497,48670,./data/img/48670.png,0,0
498,9863,./data/img/09863.png,0,0
499,97320,./data/img/97320.png,0,0
