,id,img,label,text,pred_cf_value
47,29750,./data/img/29750.png,1,this cat is getting raped tonight,0.9307661652565002
48,26547,./data/img/26547.png,1,that's the way allah allah i like it,0.0004919951898045838
49,2143,./data/img/02143.png,1,"doesnt have food, water, electricity proud of nuclear weapons",0.0001782245672075078
50,68192,./data/img/68192.png,1,scientist are working hard to cure them all,0.0017218563007190824
51,52603,./data/img/52603.png,1,feeling kinda cute might steal your shit later.. idk,0.9667990803718567
52,5349,./data/img/05349.png,0,normal day in a islamic country,0.00026838327175937593
53,6491,./data/img/06491.png,1,tranny for sale,0.00011488033487694338
54,74013,./data/img/74013.png,1,"nurse: yes sir, we are having mashed potatoes today alzheimer's patient: i don't remember asking you a god damn thing",0.6273254752159119
55,27485,./data/img/27485.png,1,thats the way allah allah i like it!!!,0.001135359168983996
56,13026,./data/img/13026.png,1,under the name of multiculturalism we let terrorist into this country,0.015391623601317406
57,17265,./data/img/17265.png,0,meanwhile in baltimore,0.00014483241830021143
58,91405,./data/img/91405.png,0,wears rag on her head so her brother husband doesnt want to molest her,0.3346579968929291
59,14026,./data/img/14026.png,1,told girlfriend that mom is deaf so speak loud and slow told mom that girlfriend is retarded,0.8354119062423706
60,18945,./data/img/18945.png,1,when you decide to go full gas,0.07294338941574097
61,83920,./data/img/83920.png,1,"just under 17 and a half years ago, 19 people were allowed into the us who should not have been all these years later, we are told that the answer to safety is to allow everyone in",5.4306816309690475e-05
62,83497,./data/img/83497.png,0,different types of radicalization,0.00018370311590842903
63,4569,./data/img/04569.png,0,when is the time to eat i am hungry,6.973963172640651e-05
64,39607,./data/img/39607.png,1,those stupid basterds thought it was a real shower,0.9987533092498779
65,9715,./data/img/09715.png,1,i started a business that sells landmines disguised as prayer mats.. ..prophets are going through the roof,0.0011193265672773123
66,1925,./data/img/01925.png,1,i am not racist i just don't like brown sugar,0.004794429522007704
67,94813,./data/img/94813.png,0,thats the way allah allah i like it!!!,0.001135359168983996
68,29437,./data/img/29437.png,1,what can happen if you eat wheaties for 38 years,0.0007479969062842429
69,95038,./data/img/95038.png,0,when you take these pics we think about cumming in your mouth,0.9939348101615906
70,64891,./data/img/64891.png,1,lebanon: before muslims after muslims but don't worry! after islam takes over there'll be a golden age.. apparently,8.558430999983102e-05
71,63280,./data/img/63280.png,1,so you're never going to forgive the germans because of the holocaust? same,0.0008719520410522819
72,17682,./data/img/17682.png,1,give them what they deserve kill them all,0.941591739654541
73,84510,./data/img/84510.png,1,bartender: how about a nice 12 yr old? him: boy or girl?,0.0001914057502290234
74,28690,./data/img/28690.png,0,if you're gonna talk shit about someone... you better make sure they aren't crazier than you are,0.9699156284332275
75,3567,./data/img/03567.png,1,potato is my favorite color of the alphabet,0.0004686228057835251
76,95830,./data/img/95830.png,1,face of terrorism in us,0.00043071413529105484
77,29873,./data/img/29873.png,1,who knew that this country is full of white trash,0.9930330514907837
78,70953,./data/img/70953.png,1,"""god's chosen people"" according to the book they wrote",9.946172940544784e-05
79,56124,./data/img/56124.png,0,how to cook turkey in usa how to cook turkey in romania,6.325379945337772e-05
80,10386,./data/img/10386.png,1,the book about terrorism,0.00023869141296017915
81,19530,./data/img/19530.png,1,they shot the wrong gorilla,0.008972886018455029
82,94185,./data/img/94185.png,1,how a black woman can fight crime,0.019693858921527863
83,48370,./data/img/48370.png,1,72 virgins are ready to get fucked up,0.9988665580749512
84,74058,./data/img/74058.png,0,he made millions of children homeless,0.011451595462858677
85,45062,./data/img/45062.png,0,me and my kids are going to rob this country blind at the expense of the very people that voted for me. and they're going to love it. believe me! bigly!,0.19049054384231567
86,94170,./data/img/94170.png,0,when you decide to go full gas,0.07294338941574097
87,4538,./data/img/04538.png,0,"bows here, bows there, bows everywhere",7.181525870691985e-05
88,83946,./data/img/83946.png,1,when a white kid shoots up the school the same day you planned to bomb it,0.2026146650314331
89,68127,./data/img/68127.png,0,all you guys think about is dope,0.1688275933265686
90,97453,./data/img/97453.png,0,potato is my favorite color of the alphabet,0.0004686228057835251
91,39578,./data/img/39578.png,1,one of the bullets they dug out of a victim from the orland gay night club shooting!,0.008877348154783249
92,49360,./data/img/49360.png,0,who wants ice cream me me me,0.003871187102049589
93,87034,./data/img/87034.png,0,you don't need a parachute to go skydiving twice you need a parachute to go skydiving twice,0.00012000287097180262
94,6123,./data/img/06123.png,1,a group of men,0.0001710366050247103
95,17028,./data/img/17028.png,1,"feeling bored, let's go to a mosque",0.0007730143261142075
96,42903,./data/img/42903.png,0,those stupid basterds thought it was a real shower,0.9987533092498779
97,71680,./data/img/71680.png,1,muslim strip club,0.6301258206367493
98,24135,./data/img/24135.png,0,good night keep your butthole tight,0.8744021058082581
99,32875,./data/img/32875.png,0,if he wears number one he's most likely the fastes on the team,0.00010069306881632656
100,79085,./data/img/79085.png,1,today we are making vegetable soup,0.00022140011424198747
101,61872,./data/img/61872.png,1,don't be a fool it is a bomb,0.42338302731513977
102,30579,./data/img/30579.png,0,white power!,0.00033524687751196325
103,62504,./data/img/62504.png,0,we've taken this country! now fuck off! we're taking it back!,0.9985055923461914
104,43810,./data/img/43810.png,1,how to cook turkey in usa how to cook turkey in romania,6.325379945337772e-05
105,19730,./data/img/19730.png,1,jamal is practicing for class sport,0.0001396002626279369
106,37420,./data/img/37420.png,0,like lebanon terrorism can destroy a beautiful country,0.07981487363576889
107,82509,./data/img/82509.png,0,72 virgins are ready to get fucked up,0.9988665580749512
108,96284,./data/img/96284.png,1,welcome to melbourne,0.00018734653713181615
109,97068,./data/img/97068.png,1,these hitler jokes are rude anne frankly i don't care,0.7212051153182983
110,3214,./data/img/03214.png,0,bartender: how about a nice 12 yr old? him: boy or girl?,0.0001914057502290234
111,23810,./data/img/23810.png,1,these aren't people,0.0019676631782203913
112,91836,./data/img/91836.png,1,one of my 5 boyfriends slept with another girl i'll never trust men again!,0.08953980356454849
113,5126,./data/img/05126.png,1,can you smell what the reich is cooking,0.04552096873521805
114,76092,./data/img/76092.png,0,everybody is afraid of gangs,0.00010563697287579998
115,64072,./data/img/64072.png,1,trump said immigrants come here to steal your wife is a great example she stole my speech,0.6397507786750793
116,91058,./data/img/91058.png,0,get in loser we're invading poland,0.9464552402496338
117,21643,./data/img/21643.png,0,haha pig man is peeing standing up,0.9869122505187988
118,19523,./data/img/19523.png,0,they see them rollin.... they hating..,0.07088116556406021
119,32691,./data/img/32691.png,1,this is how muslims celebrate new year,0.00014903843111824244
120,87169,./data/img/87169.png,1,albanians talking photo with a porn star,0.0014472813345491886
121,92738,./data/img/92738.png,1,"they are the best in basketball because they can steal, shoot and run",0.14983204007148743
122,53027,./data/img/53027.png,0,putting bows on your pet,0.0008823578245937824
123,27195,./data/img/27195.png,0,there's a reason we keep the beer in the bottom of the cooler,8.134359813993797e-05
124,43910,./data/img/43910.png,0,i just started a company selling landmines that look like prayer mats prophets are going through the roof,0.00035814254079014063
125,5213,./data/img/05213.png,0,the families of the hillsborough tragedy were denied legal aid.... but shamima begum gets it to fight for her uk citizenship our system is a sick joke! - martin costello,0.01641206629574299
126,73945,./data/img/73945.png,0,jamal is holding a gun,0.2676016092300415
127,56207,./data/img/56207.png,1,we broke up but she said we could still be cousins,0.00011241864558542147
128,68459,./data/img/68459.png,1,family trip in mexico,0.0005116162355989218
129,63175,./data/img/63175.png,0,"if i was uncircumcised i'd hide candy in my dick skin so when a girl about to suck me up, she has a pleasant surprise.. oh my god, skittles",0.9910906553268433
130,82945,./data/img/82945.png,0,be careful who you call ugly in highschool,0.0454016774892807
131,34975,./data/img/34975.png,0,what if the only reason mary got pregnant... is because god is gay and needed a surrogate,0.8216311931610107
132,61973,./data/img/61973.png,1,what do alcoholics and necrophiliacs have in common they both love to crack open a cold one.,0.008687147870659828
133,16420,./data/img/16420.png,0,abnormal vs normal,0.00018156258738599718
134,73069,./data/img/73069.png,1,immigration invasion learn the difference,6.438305717892945e-05
135,47056,./data/img/47056.png,1,illegal aliens are not welcome,0.00035085127456113696
136,56428,./data/img/56428.png,0,if the shocker don't rock her spock her,0.8114200234413147
137,54206,./data/img/54206.png,0,you can smell disgust and hate from this photo,0.8330303430557251
138,93172,./data/img/93172.png,0,this is a terrorist,0.3196106553077698
139,56980,./data/img/56980.png,0,coffee isn't helping get the jumper cables,7.232941425172612e-05
140,79615,./data/img/79615.png,0,what women think men want what men really want,0.0006000655121169984
141,38047,./data/img/38047.png,0,"""stupid bitch"" is not a race",0.9993447661399841
142,94560,./data/img/94560.png,1,and for my next class project!,4.878571053268388e-05
143,96250,./data/img/96250.png,0,i'm going home i'm russian,0.0012487813364714384
144,28951,./data/img/28951.png,0,if the brim of your hat is flat and has a sticker on it i automatically assume you're a complete tool,0.000544591573998332
145,27614,./data/img/27614.png,0,maybe if you think before you act you'd be treated better,6.46067492198199e-05
146,4857,./data/img/04857.png,1,...even the dumb jews know that! trump is a racist.,0.9571477770805359
147,79603,./data/img/79603.png,1,its friday cunts lets get on the gas,0.896242082118988
148,26985,./data/img/26985.png,1,i just heard my girlfriend is pregnant,0.005321061704307795
149,14873,./data/img/14873.png,1,human dna found in ancient goat carcass scientists believe this is first proof muhammad existed,0.001548275351524353
150,54893,./data/img/54893.png,0,"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals",8.685432112542912e-05
151,48236,./data/img/48236.png,0,that blood you donated could be in someone's boner right now,0.004550792742520571
152,74908,./data/img/74908.png,0,she is condemning shooting the gorilla,0.006109141744673252
153,96472,./data/img/96472.png,1,white power!,0.00033524687751196325
154,89430,./data/img/89430.png,0,when you know you don't have to jackoff tonight,0.15494173765182495
155,76921,./data/img/76921.png,1,she probably asked a wrong question,7.567695138277486e-05
156,68409,./data/img/68409.png,1,for the last time im not michelle obama,8.961804996943101e-05
157,16354,./data/img/16354.png,1,we've taken this country! now fuck off! we're taking it back!,0.9985055923461914
158,69548,./data/img/69548.png,1,"wait, mohammad come back i didn't mean to laugh, really size dosen't matter to me lol",0.00936224777251482
159,1456,./data/img/01456.png,1,they see them rollin..... they hating..,0.04801696166396141
160,17950,./data/img/17950.png,0,"i was excoriated for a harmless ""tweet"" and ""my show"" was cancelled",0.007124410010874271
161,76295,./data/img/76295.png,0,islamic extremist planning new project,0.0010682700667530298
162,42580,./data/img/42580.png,1,jack and jill went up the hill so jack could lick her candy but jack got a shock and a mouthful of cock cause jills real name was randy,0.995428204536438
163,96180,./data/img/96180.png,1,putting bows on your pet,0.0008823578245937824
164,98701,./data/img/98701.png,1,oh no i can't steal anymore,0.0008052782504819334
165,15243,./data/img/15243.png,0,4 am. everyone is asleep perfect time to run from one end of the house to the other at full speed as loudly as possible,0.0003486361529212445
166,41058,./data/img/41058.png,0,john wilkes booth be like: yall sure abraham lincoln dead? he aint up here,0.014736263081431389
167,62375,./data/img/62375.png,1,im not saying i'm racist im just saying all muslims are terrorists,0.7064442038536072
168,63507,./data/img/63507.png,0,evolution from peeling bananas to busting caps,0.00373138883151114
169,31208,./data/img/31208.png,1,maybe if we weren't consistent sources of crime we'd be treated better,6.96888382663019e-05
170,62319,./data/img/62319.png,1,"america in 2045 ""grandpa...why didn't you stop them?!""",0.001702327630482614
171,68253,./data/img/68253.png,1,free blanket maybe white man not so bad after all,0.0001025777673930861
172,34687,./data/img/34687.png,1,everyone is afraid of dark,9.16258359211497e-05
173,34209,./data/img/34209.png,0,how about a nice 12 yr old? bartender: him: boy i would love that,0.00016885856166481972
174,39827,./data/img/39827.png,1,kick them out of country,0.32629889249801636
175,46920,./data/img/46920.png,1,we want sharia law !! well.... go home,0.0002626126224640757
176,84273,./data/img/84273.png,0,when you're the reason for the company safety video,9.224969107890502e-05
177,39018,./data/img/39018.png,0,"she said ""i want a ring"" i said ""bitch take your phone off silent!""",0.9991528987884521
178,54780,./data/img/54780.png,1,travel size coffee maker,6.550810212502256e-05
179,69150,./data/img/69150.png,1,"""white privilege the privilege of being called ""racist"" by other people who see nothing else about you except the color of your skin",0.009874478913843632
180,29843,./data/img/29843.png,0,the world's most wanted terrorist obama bin lying,0.6790129542350769
181,19385,./data/img/19385.png,0,rose's are red violet's are blue little stupid ass bitch i ain't fuckin witchu,0.9996461868286133
182,64510,./data/img/64510.png,0,mohammad won the contest in putting underwear on goats,0.1988057941198349
183,47103,./data/img/47103.png,0,maybe we weren't consistent sources of crime we'd be treated better,4.73931067972444e-05
184,61038,./data/img/61038.png,0,no wonder why the pipes are not working,0.0001250185741810128
185,71620,./data/img/71620.png,1,we are returning our broken coffee maker,0.011401230469346046
186,91602,./data/img/91602.png,0,upper downer,0.008786107413470745
187,30145,./data/img/30145.png,0,"before my presidency, there was no isis. there was no caliphate there was no blm. there was no antifa. there was no war on police i built that",0.0005874287453480065
188,91756,./data/img/91756.png,1,abnormal vs normal,0.00018156258738599718
189,63745,./data/img/63745.png,1,we could destroy all of them but we let some of them survive so you know why we did it,0.0004984389524906874
190,47162,./data/img/47162.png,1,what do these two have in common? they both are good at sucking they both come with a bag,0.9932314157485962
191,59806,./data/img/59806.png,0,"on tuesday, november 3, 2020, we make america great again  by voting this nightmare out of office!",0.0021781618706882
192,7135,./data/img/07135.png,1,this is the greatest news manufacturing in 20th century,0.0001163260531029664
193,35497,./data/img/35497.png,0,"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals",8.685432112542912e-05
194,84362,./data/img/84362.png,0,unleash the inner beast on the field,0.0005601798184216022
195,84015,./data/img/84015.png,1,my irony meter just exploded,0.0004033033037558198
196,87251,./data/img/87251.png,0,i love apes they are both ugly and cute,0.8476597666740417
197,82590,./data/img/82590.png,1,burning them was a great public service,0.003686479525640607
198,59738,./data/img/59738.png,1,what's the difference between a refugee and e.t e.t learned english and wanted to go home,0.00017991095955949277
199,35470,./data/img/35470.png,0,can you smell what the reigh is cooking,0.012811857275664806
200,72061,./data/img/72061.png,1,i like my rice crispy please,0.00019798117864411324
201,3524,./data/img/03524.png,1,terrorist can come to this country way to easy,0.0001032821019180119
202,86170,./data/img/86170.png,1,how to keep the thefts out,5.742372013628483e-05
203,50841,./data/img/50841.png,0,give them what they deserve kill them all,0.941591739654541
204,46087,./data/img/46087.png,0,give that man a suicide,0.8201888799667358
205,42058,./data/img/42058.png,0,for lunch vlad the impaler loved turkey,0.06957820802927017
206,1967,./data/img/01967.png,0,when you decide to stop racism by burning its symbol,0.0038489706348627806
207,54930,./data/img/54930.png,1,not all muslims are isis! some are al-qaida the rest are taliban,0.462745726108551
208,38076,./data/img/38076.png,1,"""he's a squirter"" doesn't sound as sexy when you are gay",0.9696689248085022
209,38910,./data/img/38910.png,1,oh boy i sure love being muslim in the new zealand city of christchurch on march 15,0.021354123950004578
210,6723,./data/img/06723.png,1,the hardest part to eat in a vegetable,0.002088795183226466
211,2157,./data/img/02157.png,1,"mohammed i'm pregnant.... don't sass me, you know it's funny! ~cupcakes",0.03300431743264198
212,62948,./data/img/62948.png,1,"black lives matter >""how"",""why""and ""to whom"" is unclear",0.00023104735009837896
213,21075,./data/img/21075.png,0,size of a shuttle bus legroom of a pinto,0.0001325278717558831
214,73601,./data/img/73601.png,1,when you are white and stole your first bike,0.01753024198114872
215,32579,./data/img/32579.png,0,come to the dark side we have weed,0.3761443793773651
216,21567,./data/img/21567.png,1,our dad is a potato farmer,0.01399659551680088
217,1765,./data/img/01765.png,1,"after a girl dies, what organ in her body stays warm? my dick",0.9979047775268555
218,53172,./data/img/53172.png,0,straight outta the oven step one :turn on the gas,0.005193246528506279
219,32568,./data/img/32568.png,1,america taught us how to be happy slaves the same way school teach us how to be happy employees,0.00013889440742786974
220,1742,./data/img/01742.png,0,in just one hour from now i'll only have 4 hours left until i have to work a mere 3 hours,5.155408871360123e-05
221,56098,./data/img/56098.png,1,"i said ""a glass of juice"".",0.0005942870047874749
222,78612,./data/img/78612.png,0,go see fifty shades darker in theaters alone and throw mayonnaise at couples in the dark,0.0006569523247890174
223,34018,./data/img/34018.png,1,fuck the catholics fuck the catholic church fuck the pope,0.9994978904724121
224,53609,./data/img/53609.png,0,"when your friend insists on paying for dinner but you still want to contribute - just the tip, come on... let me",4.249935591360554e-05
225,89362,./data/img/89362.png,1,has extra chromosome probably stole it,0.0003830131026916206
226,80426,./data/img/80426.png,1,a talking ape,0.004595139529556036
227,83045,./data/img/83045.png,1,"so much trash, we need a garbage collector",0.8807462453842163
228,61503,./data/img/61503.png,0,someone else used kids to push an agenda,0.0020962897688150406
229,41890,./data/img/41890.png,1,house of pedophile,0.8545070886611938
230,52091,./data/img/52091.png,1,"women ask for equal rights, so i give them equal lefts aswell",0.0005536085809580982
231,24396,./data/img/24396.png,1,"so like, why are men even gay? girls have buttholes too you know.",0.7982470989227295
232,72168,./data/img/72168.png,1,upper downer,0.008786107413470745
233,85761,./data/img/85761.png,1,no wonder why the pipes are not working,0.0001250185741810128
234,35719,./data/img/35719.png,0,jamal is practicing for class sport,0.0001396002626279369
235,90256,./data/img/90256.png,1,"whenever you feel stupid, remember there are people who throw stones at a wall! aiming for an invisible devil, told by an invisible god for an invisible heaven!",0.7322432398796082
236,20984,./data/img/20984.png,0,when you are white and stole your first bike,0.01753024198114872
237,95086,./data/img/95086.png,1,novaky concentration camp these jews can claim holocaust pensions,0.6587896347045898
238,49028,./data/img/49028.png,0,i finally found my girlfriends g-spot turns out it was in her sister the whole time,0.00012008081830572337
239,18356,./data/img/18356.png,0,i took a shower this morning,0.0004478598712012172
240,52634,./data/img/52634.png,0,the secret to a successful marriage is to keep his stomach full and his balls empty,0.9303131699562073
241,80512,./data/img/80512.png,1,"you can make jokes about anything, just not illegals that's crossing the border",0.0010842402698472142
242,62703,./data/img/62703.png,0,they shot the wrong gorilla,0.008972886018455029
243,95176,./data/img/95176.png,0,notice how the kenyan skidmark has been silent about the mueller report?,8.399091166211292e-05
244,27384,./data/img/27384.png,0,that face you make when you're a bully and just got beat up by a girl,0.9021117091178894
245,82437,./data/img/82437.png,1,we should learn from ocean how to treat refugees,0.00011642237950582057
246,26943,./data/img/26943.png,1,my incesters built this country!!!!,0.0380878783762455
247,9152,./data/img/09152.png,0,"i don't have ex's. i have y's. like, ""y the hell did i date you?!?""",0.35983309149742126
248,7429,./data/img/07429.png,1,i'm about to have my 5th abortion fuck you batman i'm the real crime fighter,0.9977145195007324
249,75639,./data/img/75639.png,1,changing every single country it touches,6.32210576441139e-05
250,46812,./data/img/46812.png,0,goat meat is very popular in islamic countries,0.0008994999807327986
251,63827,./data/img/63827.png,1,teacher of the year for black community,0.0013154334155842662
252,41276,./data/img/41276.png,1,evolution from peeling bananas to busting caps,0.00373138883151114
253,56413,./data/img/56413.png,1,feeling cute might shoot a darkie later idk,0.0018086099298670888
254,69512,./data/img/69512.png,0,happy birthday you sexy beast,0.008150272071361542
255,43175,./data/img/43175.png,1,when was the last time you saw so many mentally ill people on the streat,0.12363728880882263
256,54129,./data/img/54129.png,0,dump pipe to the ocean,0.010659382678568363
257,23645,./data/img/23645.png,1,what do they have in common? you enjoy pushing them down the stairs,9.931633394444361e-05
258,89425,./data/img/89425.png,1,hello chocolate paradise princess i'm albert,0.00022993424499873072
259,16923,./data/img/16923.png,1,do you like goat anus? smell my finger,0.9919703006744385
260,4769,./data/img/04769.png,1,"if she's pouting like this and you don't immediately drop the argument , motherfucker you gay",0.9996600151062012
261,69815,./data/img/69815.png,0,thank you for allowing me into your country now we need to talk about the things that need to change around here to accommodate my beliefs,0.0004530148580670357
262,91468,./data/img/91468.png,0,"you want a whore? buy one. you want a queen? earn her. you want a nickel bag? fifteen bucks, little man",0.9908522963523865
263,52104,./data/img/52104.png,0,"lebanon: before islam after islam but don't worry! after islam takes over, there'll be a golden age... apparently",8.254461135948077e-05
264,52031,./data/img/52031.png,0,theriously?? that's methed up!,0.0002031821641139686
265,8795,./data/img/08795.png,0,when you are white and working in oil field,0.009449447505176067
266,50317,./data/img/50317.png,1,what in the hell is wrong with america voting towel heads into congress,0.5915056467056274
267,73914,./data/img/73914.png,1,be careful who you call ugly in highschool,0.0454016774892807
268,3197,./data/img/03197.png,1,i'm no bird expert but i'm guessing it's 4 females and 1 male,0.0001851256238296628
269,49621,./data/img/49621.png,0,"wait, mohammad come back i didn't mean to laugh, really size dosen't matter to me lol",0.00936224777251482
270,68530,./data/img/68530.png,1,a fast sandwich maker,7.844028004910797e-05
271,98547,./data/img/98547.png,0,waves mexican flag doesn't want to live in mexico,0.00016317116387654096
272,3519,./data/img/03519.png,1,i'm going home i'm russian,0.0012487813364714384
273,43698,./data/img/43698.png,0,don't be late for work get the protestor plow,0.0018948194338008761
274,84756,./data/img/84756.png,1,when you ask the kid that misses class a lot why he is bald and he starts crying all right. then keep vour secrets,0.0033719586208462715
275,93051,./data/img/93051.png,0,and for my next class project!,4.878571053268388e-05
276,68257,./data/img/68257.png,0,everyone is afraid of dark,9.16258359211497e-05
277,12834,./data/img/12834.png,1,"in west philadelphia, born and raised in the anus is where i got most of my aids",0.9569251537322998
278,57208,./data/img/57208.png,0,i had potato for lunch,0.002335428260266781
279,26439,./data/img/26439.png,0,parental opioid use has negative effect on children's intelligence,0.00476521672680974
280,53769,./data/img/53769.png,0,in 1979 jimmy carter created the department of education since then the u.s. has gone from 1st to 17th in education,0.0010962897213175893
281,28406,./data/img/28406.png,0,when she gives you that look,0.0006419564015232027
282,53418,./data/img/53418.png,0,a real man loads the dishwasher every night,0.002010228345170617
283,10785,./data/img/10785.png,1,"time to put the ""panic"" back in hispanic",0.00033218690077774227
284,84302,./data/img/84302.png,0,why do we share more when these people are hurt but not these people,0.0008065577130764723
285,76015,./data/img/76015.png,0,everyone celebrates christmas !,8.278543100459501e-05
286,34189,./data/img/34189.png,0,fight for what you believe in fight for the future,0.0003909676452167332
287,52079,./data/img/52079.png,0,just bought a house! now we're house-poor,0.0002948567271232605
288,63987,./data/img/63987.png,0,the migrant caravan arrives!,0.00011517528764670715
289,73526,./data/img/73526.png,0,"if she's still making noises, you didn't hit her hard enough",0.0002578207349870354
290,2145,./data/img/02145.png,0,"and then i asked mom, what's for dinner?",0.00020746822701767087
291,84102,./data/img/84102.png,0,the definition of utter disgust in plain black and white,0.051322758197784424
292,32981,./data/img/32981.png,0,the latest and greatest. a truck that comes with a dishwasher!,9.818925173021853e-05
293,73605,./data/img/73605.png,0,no matter what smile,5.328447150532156e-05
294,7382,./data/img/07382.png,1,wouldn't be the last time those people used the oven this way,0.00043841550359502435
295,64071,./data/img/64071.png,0,when you have someone to help and take care of you what could happen if you didn't,4.231801722198725e-05
296,80912,./data/img/80912.png,0,mr obama it is an honor,0.0004805157077498734
297,84762,./data/img/84762.png,1,do you know how to turn your dishwasher into a snowblower? throw em a shovel,0.18921028077602386
298,39076,./data/img/39076.png,0,playing with the monkeys in thailand,0.09498121589422226
299,85679,./data/img/85679.png,1,mr obama it is an honor,0.0004805157077498734
300,38095,./data/img/38095.png,0,haters will say it's photoshop,0.7960468530654907
301,52394,./data/img/52394.png,0,i forgot what are we fighting over again?,0.00019408523803576827
302,14865,./data/img/14865.png,0,"terrible as hitler was, he did enjoy watching sports",0.13606558740139008
303,54819,./data/img/54819.png,0,beauty shot of girlfriends focusing on different thoughts and ideas,0.00020527113520074636
304,46082,./data/img/46082.png,0,the future of the democratic party,0.00013887321983929724
305,73962,./data/img/73962.png,1,you should treat that the way you treat you vacuum cleaner when it stops sucking change the bag,0.9101523756980896
306,78462,./data/img/78462.png,0,"in the last days there will be scoffers, ridiculers, deniers and mockers following after their own lusts",0.004239508882164955
